Student_ID,Name,Age_teen,Gender_teen,Country_teen,School_Grade,Avg_Daily_Usage_Hours_teen,Sleep_Hours_Per_Night_teen,Affects_Academic_Performance_teen,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addicted_Score_teen,Age_social,Gender_social,Academic_Level,Country_social,Avg_Daily_Usage_Hours_social,Most_Used_Platform,Affects_Academic_Performance_social,Sleep_Hours_Per_Night_social,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score_social
318,Renee Lee,16,Male,West Jenniferfort,8th,6.5,6.0,85,0,0.1,8,4,9,0,0.3,108,18,1.4,0.7,0.0,Gaming,6,5.3,10.0,21,Male,Graduate,UK,4.6,Facebook,Yes,7.0,6,In Relationship,3,High
319,Nicole Shaw,17,Other,Robertsside,8th,4.1,10.0,56,2,0.5,6,2,1,1,0.8,128,6,1.0,1.6,0.0,Browsing,10,8.9,5.5,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2,Medium
320,Kelly Kelly,15,Female,New Charles,9th,4.0,6.5,87,8,0.2,2,10,9,1,1.7,59,6,4.1,0.4,0.3,Social Media,1,5.3,7.6,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,Medium
321,Timothy White,17,Other,Davidfort,10th,3.8,7.0,96,4,1.4,5,7,7,1,0.4,128,17,2.4,0.0,0.4,Social Media,3,5.0,8.7,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3,High
322,Robert Booth,13,Other,West Aaronchester,12th,5.3,5.7,76,0,0.8,9,3,9,1,0.2,71,19,1.5,2.0,0.3,Education,9,6.8,10.0,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,Medium
323,Kevin Welch,18,Male,New Sherry,7th,2.4,7.2,85,7,0.0,9,6,8,1,0.4,40,18,3.3,1.9,0.0,Gaming,4,4.4,8.4,20,Female,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,7,Single,3,Medium
324,Rachel Garrett,16,Male,West Vanessaport,12th,3.3,5.7,83,10,0.8,7,5,8,1,1.6,120,7,2.8,2.9,2.2,Gaming,10,8.1,10.0,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,In Relationship,4,High
325,Jennifer Spencer,16,Other,East Claudiafort,12th,6.8,8.5,69,3,0.6,1,3,3,0,1.7,50,7,3.7,3.0,0.3,Other,1,5.3,10.0,19,Female,Undergraduate,Switzerland,4.0,Instagram,No,7.9,8,Single,2,Medium
326,Ricardo Maynard,14,Male,Taraport,11th,6.2,5.8,53,2,0.0,3,6,5,0,1.7,109,19,2.1,1.9,1.1,Other,5,4.3,10.0,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,High
327,Victoria Cisneros,14,Female,South Vincentshire,10th,3.9,5.3,63,10,1.3,8,2,7,1,1.6,141,19,1.3,2.4,0.3,Other,8,3.0,10.0,20,Female,Undergraduate,USA,6.8,TikTok,Yes,5.5,5,In Relationship,4,High
328,Anthony Sutton,16,Female,Fosterberg,8th,3.7,6.7,53,6,1.9,10,8,7,0,1.7,26,9,2.3,0.0,0.0,Education,7,8.2,5.0,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,Single,3,High
329,Jonathan Nash,15,Male,Christinafurt,9th,4.5,5.3,62,7,0.0,4,1,9,0,0.6,44,17,1.6,1.7,1.0,Gaming,7,7.7,9.4,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,Medium
330,Nicholas Pena,15,Female,Port Robinbury,11th,7.3,4.4,62,0,0.3,10,7,9,0,1.6,62,14,4.4,2.5,1.0,Other,8,9.1,10.0,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,High
331,Thomas Huber,17,Male,New Williamchester,10th,6.9,8.3,83,6,2.4,3,1,1,1,0.7,107,16,1.4,1.4,1.4,Education,1,8.6,10.0,20,Female,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6,Single,3,High
332,Brandon Anthony,16,Male,New Joshua,10th,6.9,8.1,76,10,1.0,1,5,2,0,0.4,67,20,0.9,1.8,0.5,Browsing,10,6.5,10.0,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,In Relationship,2,Medium
333,Daniel Reese,17,Other,Lake Danielleburgh,10th,6.8,5.4,75,3,1.0,9,9,6,0,0.8,25,20,1.7,0.3,1.6,Other,10,4.1,10.0,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Single,3,Medium
334,Rose Gordon,17,Male,Port Shaunhaven,11th,4.7,6.9,78,9,1.3,9,2,3,0,1.2,91,6,2.6,0.9,1.3,Education,8,4.6,7.8,21,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5,In Relationship,4,High
335,Christina Williams,18,Female,West Tony,12th,4.3,3.8,93,6,0.6,1,7,5,1,0.6,89,9,2.0,1.0,0.7,Social Media,5,4.7,9.0,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8.0,8,Single,2,Medium
336,Taylor Hernandez,15,Male,Port Andrea,9th,2.2,3.8,94,6,1.2,8,9,6,1,1.4,100,16,3.5,3.3,1.2,Other,4,6.3,10.0,22,Male,Graduate,Turkey,5.4,TikTok,Yes,6.8,6,Single,3,High
337,Benjamin Taylor,19,Female,East Michaelside,11th,4.3,5.4,56,10,1.6,9,2,10,1,0.9,144,8,3.3,2.0,0.2,Education,4,7.7,10.0,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,5,In Relationship,4,High
338,Megan Burke,13,Male,Ryanview,8th,4.0,6.7,89,9,0.6,5,8,7,0,1.6,26,20,2.9,1.1,1.4,Gaming,5,6.0,9.2,21,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6,Single,3,High
339,Robert Hays,14,Other,East Daniel,9th,9.2,8.3,96,2,1.3,10,3,9,1,2.0,95,14,1.6,1.0,1.9,Education,4,4.2,10.0,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,In Relationship,2,Medium
340,Alexandra Brown,19,Male,Butlertown,12th,6.7,5.8,95,6,0.0,4,8,10,1,0.9,53,11,2.4,1.4,1.7,Education,8,2.6,10.0,22,Male,Graduate,Canada,5.2,TikTok,Yes,7.0,6,Single,3,High
341,Chloe Moore,16,Other,New Ashley,7th,5.3,8.5,99,5,0.5,5,3,9,0,0.7,85,15,2.6,0.7,1.1,Browsing,5,2.0,9.0,19,Female,Undergraduate,Spain,5.0,Instagram,Yes,6.9,6,Single,3,High
342,Christopher Hamilton,19,Female,North Cindyberg,10th,2.9,8.1,82,0,1.2,1,2,7,1,1.4,129,5,2.1,2.3,0.8,Browsing,10,7.0,6.8,21,Male,Graduate,Denmark,3.8,Facebook,No,8.0,8,In Relationship,2,Medium
343,Robert Pham,19,Male,Port Lisaville,10th,5.1,9.9,84,9,1.2,4,4,10,1,0.5,66,7,3.0,1.2,1.2,Other,7,6.9,7.1,20,Female,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,7,Single,3,Medium
344,William Watkins,15,Female,Williamsbury,10th,3.2,8.8,79,6,0.8,6,6,10,1,1.3,75,12,2.1,1.7,1.4,Other,9,5.7,6.5,22,Male,Graduate,India,6.0,WhatsApp,Yes,6.3,5,In Relationship,4,High
345,Vanessa Knapp,18,Male,Colemanville,11th,6.1,7.4,73,6,0.1,2,7,7,0,1.5,59,5,2.6,2.0,1.1,Social Media,10,5.3,9.2,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Single,2,Medium
346,Edgar Smith,13,Other,Beverlyfort,11th,3.4,5.4,92,4,2.2,6,1,7,0,0.7,25,16,2.3,0.8,1.1,Social Media,7,7.4,7.5,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,High
347,Christopher Blevins,13,Male,Port Amandastad,9th,5.7,5.8,95,8,1.1,1,3,8,1,1.4,64,19,2.5,1.4,1.2,Education,6,9.7,10.0,20,Female,Undergraduate,USA,7.0,TikTok,Yes,5.3,5,In Relationship,4,High
348,Katherine Williams,15,Female,West Dakotaview,8th,3.1,9.2,75,8,1.2,2,10,2,1,1.3,41,19,3.5,1.1,0.2,Social Media,8,7.5,7.7,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3,High
349,Michelle Neal,17,Female,West Danielland,10th,2.6,6.9,86,2,1.6,4,7,5,1,0.8,44,9,2.2,2.2,2.9,Other,10,5.1,6.2,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,Medium
350,Lisa Cardenas,13,Other,Jacksonmouth,10th,4.3,6.4,73,10,1.7,5,7,3,0,0.7,73,9,1.0,1.0,1.2,Gaming,4,3.3,6.4,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,High
351,Tiffany Briggs,18,Other,North Jacob,11th,6.7,6.6,95,0,1.2,8,2,6,0,0.7,93,15,3.8,0.3,1.7,Browsing,2,4.1,10.0,20,Female,Undergraduate,Spain,4.9,TikTok,Yes,7.0,6,Single,3,High
352,Christina Gallegos,17,Female,Port Dawn,12th,8.6,6.0,56,0,2.1,7,10,9,0,1.3,114,17,2.1,0.1,0.9,Education,10,5.4,10.0,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,In Relationship,2,Medium
353,Lisa Adams,14,Female,North Danastad,11th,3.2,7.3,74,1,0.2,6,8,7,1,1.4,106,11,1.8,0.3,1.4,Social Media,9,5.3,6.0,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Single,3,Medium
354,Aaron Anderson,19,Female,Troyburgh,8th,7.1,8.7,100,1,0.7,8,7,5,0,1.0,82,14,2.9,1.6,1.1,Education,7,5.8,10.0,21,Male,Graduate,India,6.1,WhatsApp,Yes,6.2,5,In Relationship,4,High
355,Martin Clark,14,Other,Howardbury,8th,6.8,7.5,84,1,2.7,7,8,10,0,1.7,116,9,1.3,1.2,1.3,Education,4,7.7,9.7,20,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8,Single,2,Medium
356,Peter Nguyen,13,Other,North Michael,9th,8.8,6.8,83,9,0.3,2,2,1,1,1.4,149,5,3.0,1.0,2.0,Social Media,10,6.3,10.0,22,Male,Graduate,Turkey,5.2,TikTok,Yes,7.0,6,Single,3,High
357,Joshua Williams,16,Female,Omarborough,10th,5.0,6.6,50,2,0.9,9,3,5,0,1.1,69,16,3.6,1.7,2.2,Other,7,4.8,10.0,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.2,5,In Relationship,4,High
358,Terri Walter,17,Male,Bowmanport,7th,5.5,6.8,51,4,1.8,10,1,8,1,1.1,96,13,3.3,4.0,0.0,Other,9,6.5,10.0,21,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6,Single,3,High
359,Richard Wilson,18,Female,Markbury,7th,4.6,6.6,99,3,1.7,5,4,7,1,0.9,43,5,3.2,0.5,2.5,Browsing,10,2.5,6.9,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,In Relationship,2,Medium
360,Amy Phillips,15,Male,North Harold,12th,4.8,7.5,68,9,0.0,4,2,2,1,0.7,102,11,2.7,1.1,1.2,Browsing,1,5.9,9.1,22,Male,Graduate,Canada,5.0,TikTok,Yes,7.2,6,Single,3,High
361,Drew Mitchell,16,Female,Schneiderbury,9th,4.3,7.1,63,3,1.5,6,5,10,1,0.9,65,5,0.6,3.1,0.8,Other,7,2.4,6.7,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Single,3,High
362,Shane Davis,15,Female,East Alicia,8th,6.4,6.3,89,1,2.6,5,9,9,0,0.2,31,12,3.7,0.7,1.3,Other,7,4.4,10.0,21,Male,Graduate,Denmark,3.6,Facebook,No,8.2,8,In Relationship,2,Medium
363,Denise Lin MD,17,Male,South Juliaton,11th,2.2,4.9,62,9,0.1,3,4,7,1,1.4,127,8,3.1,1.5,2.4,Browsing,4,6.1,8.5,20,Female,Undergraduate,Ireland,4.5,TikTok,Yes,7.4,7,Single,3,Medium
364,Steven Andrade,14,Other,Robertburgh,9th,6.9,7.4,50,5,0.9,5,3,4,0,0.7,58,20,0.9,1.3,1.2,Social Media,3,6.9,10.0,22,Male,Graduate,India,6.2,WhatsApp,Yes,6.1,5,In Relationship,4,High
365,Angela Brown,19,Female,Barbarastad,7th,3.8,6.5,91,4,1.6,7,2,8,0,1.9,134,11,4.3,1.2,1.0,Gaming,8,7.5,10.0,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,Medium
366,Daniel Sherman,18,Male,East Brian,12th,4.1,7.5,93,9,0.9,3,5,6,0,0.4,25,9,2.7,1.6,1.4,Browsing,6,4.5,7.0,21,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6,Single,3,High
367,Makayla Smith,13,Other,Watkinsville,7th,5.1,7.9,51,0,0.5,1,5,4,1,1.7,115,5,2.9,1.2,0.7,Other,5,7.9,8.5,20,Female,Undergraduate,USA,7.2,TikTok,Yes,5.1,5,In Relationship,4,High
368,Jeremy Carter,16,Female,Lake Marybury,10th,1.8,6.7,73,10,1.6,1,9,5,0,0.7,143,8,4.6,1.8,0.7,Social Media,9,1.7,9.3,22,Male,Graduate,Mexico,6.0,WhatsApp,Yes,6.2,6,Single,3,High
369,Jennifer Rangel,16,Male,Morrisonville,11th,6.1,7.2,56,2,1.2,4,9,4,0,1.3,99,14,4.2,1.6,0.5,Social Media,2,6.0,10.0,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2,Medium
370,Tina Thomas,16,Male,Thompsonport,10th,4.8,7.7,64,9,0.4,2,9,7,1,1.7,23,8,2.4,1.2,1.2,Other,3,4.8,6.6,21,Male,Graduate,Canada,4.9,Instagram,Yes,7.3,6,Single,3,High
371,Mark Donovan,13,Female,South Keith,11th,8.4,6.6,92,7,1.7,7,10,1,1,1.7,87,14,0.5,2.5,0.2,Social Media,3,8.4,10.0,20,Female,Undergraduate,Spain,4.7,TikTok,Yes,7.2,6,Single,3,High
372,Sarah Frye,13,Female,Port Jillianton,10th,6.5,5.6,58,2,0.0,5,1,8,1,0.5,79,9,2.9,3.1,1.2,Social Media,5,6.8,10.0,22,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8,In Relationship,2,Medium
373,Mr. Jaime Martinez,17,Other,Ryanhaven,9th,3.7,6.8,64,2,1.0,5,4,7,0,1.9,123,10,2.8,2.4,0.6,Browsing,8,8.5,10.0,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,Medium
374,Kelly Briggs,18,Male,East Josephborough,10th,8.9,3.9,91,5,0.7,9,3,4,1,0.9,33,13,2.7,1.4,3.0,Gaming,3,5.0,10.0,21,Male,Graduate,India,6.3,WhatsApp,Yes,6.0,5,In Relationship,4,High
375,Mrs. Karen Allen,16,Male,Perezfurt,10th,4.1,6.8,52,7,0.0,9,8,3,0,1.4,30,7,2.3,2.9,0.7,Other,5,10.3,7.9,20,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8,Single,2,Medium
376,Richard White,18,Other,Goodmanton,7th,4.1,4.4,71,2,0.0,1,3,6,0,0.4,110,13,2.2,1.3,1.5,Education,7,6.7,10.0,22,Male,Graduate,Turkey,5.0,TikTok,Yes,7.2,6,Single,3,High
377,Alex Schneider,19,Male,West Rachelshire,9th,4.0,7.2,69,4,1.5,5,7,10,1,0.9,102,7,3.0,1.6,2.0,Other,6,6.3,8.4,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5.0,5,In Relationship,4,High
378,Michael Bell,18,Other,Abigailberg,7th,6.8,8.8,56,10,0.9,9,10,7,1,1.2,132,19,2.5,0.2,1.9,Gaming,8,5.5,10.0,21,Male,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6,Single,3,High
379,Angela Allen,15,Other,Lambury,7th,3.1,7.3,77,3,0.3,4,4,2,1,0.8,128,7,2.7,1.8,0.8,Gaming,10,6.3,7.9,20,Female,Undergraduate,France,4.0,Instagram,No,8.0,7,In Relationship,2,Medium
380,Mrs. Kristina Watson,15,Female,North Janetview,11th,7.6,6.5,88,8,0.6,5,6,4,0,1.3,134,12,2.1,1.6,1.2,Education,4,12.0,10.0,22,Male,Graduate,Canada,4.8,TikTok,Yes,7.4,6,Single,3,High
381,Virginia Brown,19,Male,Smithhaven,8th,5.5,5.2,78,5,1.8,1,3,4,1,1.1,136,11,2.3,1.4,0.5,Browsing,6,6.8,10.0,19,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6,Single,3,High
382,Morgan Williams,16,Other,South William,7th,4.9,3.3,99,10,1.0,9,1,8,0,1.0,60,9,0.0,1.1,1.1,Other,8,10.6,7.4,21,Male,Graduate,Denmark,3.4,Facebook,No,8.4,8,In Relationship,2,Medium
383,Robert Gomez,17,Male,Lisaburgh,8th,6.1,6.1,86,9,1.6,7,4,7,0,0.1,93,18,3.1,2.0,0.5,Social Media,4,5.9,10.0,20,Female,Undergraduate,Ireland,4.3,TikTok,Yes,7.6,7,Single,3,Medium
384,Anthony Padilla,15,Other,South Cassandra,12th,2.2,3.0,58,4,0.0,6,3,10,1,2.0,44,14,2.2,0.6,0.8,Education,4,4.1,7.2,22,Male,Graduate,India,6.4,WhatsApp,Yes,5.9,5,In Relationship,4,High
385,Dr. John Sullivan,16,Other,Loriview,12th,7.7,7.3,70,4,0.7,5,8,6,1,1.5,79,10,1.9,1.6,1.6,Other,4,6.4,10.0,19,Female,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8,Single,2,Medium
386,Holly Adams,14,Male,Samuelfort,11th,1.9,3.9,50,0,1.0,1,5,9,0,1.9,41,7,2.8,2.2,0.9,Social Media,6,5.5,7.2,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,High
387,Matthew Lee,14,Male,Castillofurt,7th,5.6,4.1,80,3,1.5,9,9,9,0,1.7,42,19,2.6,3.6,0.9,Education,9,8.2,10.0,20,Female,Undergraduate,USA,7.4,TikTok,Yes,4.9,5,In Relationship,4,High
388,Karen Smith MD,17,Other,South Johnview,12th,3.0,8.9,82,2,1.5,6,4,5,1,1.5,141,7,3.3,0.2,1.1,Social Media,6,6.5,6.3,22,Male,Graduate,Mexico,6.2,WhatsApp,Yes,6.0,6,Single,3,High
389,Madison Jackson,18,Male,East Carlmouth,8th,1.8,5.7,85,7,1.0,2,10,2,0,1.5,120,18,2.9,2.8,0.0,Gaming,7,7.7,10.0,19,Female,Undergraduate,France,3.9,Instagram,No,8.1,7,In Relationship,2,Medium
390,Benjamin Vance,13,Male,North Gary,8th,4.5,5.2,95,6,0.4,3,6,1,0,1.4,146,8,3.3,1.5,0.7,Gaming,3,2.5,10.0,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Single,3,High
391,Geoffrey Green,18,Other,New April,8th,3.1,8.1,70,3,0.0,5,8,1,1,0.4,55,17,2.3,2.3,1.6,Education,5,5.7,8.1,20,Female,Undergraduate,Spain,4.5,TikTok,Yes,7.4,6,Single,3,High
392,Alex Cook,16,Male,Martinezberg,7th,5.8,5.7,55,4,1.8,4,6,9,1,1.3,143,12,1.4,1.2,0.6,Browsing,6,8.5,10.0,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2,Medium
393,Edward Kemp,15,Female,Johnsshire,8th,7.6,6.0,63,8,1.0,9,1,6,1,0.9,27,19,3.3,4.0,1.5,Other,6,7.3,10.0,19,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7,Single,3,Medium
394,Erika Brown,15,Female,Lake Alyssabury,9th,6.2,6.1,75,6,0.2,8,3,2,0,1.2,76,8,2.1,1.0,1.4,Social Media,6,6.5,9.4,21,Male,Graduate,India,6.5,WhatsApp,Yes,5.8,5,In Relationship,4,High
395,Katherine Kelley,13,Male,Diazmouth,10th,1.4,5.2,77,6,0.0,8,8,8,0,0.4,86,11,2.6,2.2,1.4,Gaming,8,4.9,7.5,20,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8,Single,2,Medium
396,Mr. Mark Higgins,18,Other,Peterchester,11th,4.4,6.2,56,1,1.0,1,9,9,0,0.7,57,17,1.3,2.8,0.9,Social Media,6,1.9,9.9,22,Male,Graduate,Turkey,4.8,TikTok,Yes,7.4,6,Single,3,High
397,Charles Lewis,17,Female,Cooktown,11th,7.4,6.5,90,2,2.5,4,1,1,0,0.6,103,7,1.3,0.6,2.0,Other,5,3.3,9.5,19,Female,Undergraduate,USA,7.5,Instagram,Yes,4.8,5,In Relationship,4,High
398,Matthew Watkins,18,Female,Bryanville,9th,6.5,3.4,84,2,1.2,7,6,10,0,0.5,26,10,1.8,1.8,0.8,Social Media,9,7.5,10.0,21,Male,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,6,Single,3,High
399,Michael Walters,17,Other,Mitchellhaven,12th,3.9,4.4,65,10,1.1,3,6,2,1,0.5,51,16,3.7,1.0,1.5,Other,6,5.9,10.0,20,Female,Undergraduate,France,3.8,Instagram,No,8.2,7,In Relationship,2,Medium
400,Luis Nelson,18,Other,Ambermouth,10th,4.0,5.3,62,6,0.8,7,1,7,1,0.7,119,8,3.5,1.2,0.8,Social Media,4,4.9,10.0,22,Male,Graduate,Canada,4.6,TikTok,Yes,7.6,6,Single,3,High
401,David Smith,14,Female,Hallfurt,9th,3.3,8.8,91,10,1.4,1,3,10,1,1.7,114,5,3.5,0.4,0.8,Gaming,1,8.0,6.1,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,High
402,Ian Lawson,18,Female,North Charlesmouth,12th,6.5,6.9,53,2,0.9,3,7,5,1,0.9,64,15,1.8,0.9,1.7,Education,5,4.7,10.0,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,Medium
403,Dr. Jason Yates,16,Male,Buchananfort,9th,5.4,3.0,91,2,2.4,6,4,9,0,0.4,24,6,4.0,0.5,1.3,Browsing,5,3.9,10.0,20,Female,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,7,Single,3,Medium
404,Melanie Bowman,19,Other,New Timothy,10th,3.1,8.0,98,10,0.9,4,4,9,0,1.1,45,19,2.2,0.5,1.8,Education,9,4.5,6.5,22,Male,Graduate,India,6.6,WhatsApp,Yes,5.7,5,In Relationship,4,High
405,Steve Graves,13,Other,Port Nicholasborough,11th,4.4,7.3,77,9,0.0,10,5,4,0,0.8,72,9,2.2,1.2,0.5,Education,2,4.9,7.4,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,Medium
406,Tracy Lynn,15,Other,Marquezview,12th,4.9,5.2,60,9,2.0,7,9,10,0,0.1,125,19,2.0,1.1,2.3,Education,4,7.6,10.0,21,Male,Graduate,Turkey,4.7,Instagram,Yes,7.5,6,Single,3,High
407,Ray Henderson,19,Male,Port Kimberly,11th,5.6,8.0,73,9,0.9,6,7,9,1,0.6,75,13,2.1,0.3,0.5,Gaming,1,6.8,8.1,20,Female,Undergraduate,USA,7.6,TikTok,Yes,4.7,5,In Relationship,4,High
408,Kurt Gallagher,17,Male,Kathleenbury,11th,6.4,7.1,94,6,1.3,8,5,10,0,0.9,113,16,2.0,0.6,1.8,Other,3,3.8,10.0,22,Male,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6,Single,3,High
409,Ian Riley,13,Other,Port Stephen,8th,8.7,8.6,97,9,1.0,10,3,2,0,0.5,59,5,3.4,2.2,1.9,Social Media,2,9.7,10.0,19,Female,Undergraduate,France,3.7,Instagram,No,8.3,7,In Relationship,2,Medium
410,Steven Hendricks,18,Male,Rasmussenport,11th,6.7,3.9,90,6,0.0,10,1,3,1,1.4,31,14,2.1,1.6,0.3,Browsing,4,4.7,10.0,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3,High
411,Eric Cunningham,14,Other,West Amyfort,11th,8.7,6.0,87,9,1.0,1,8,8,1,0.0,137,5,1.6,1.3,1.0,Browsing,6,6.0,10.0,20,Female,Undergraduate,Spain,4.3,TikTok,Yes,7.6,6,Single,3,High
412,Kevin Jensen,14,Male,East Melinda,7th,1.9,3.6,70,3,0.3,5,5,9,1,0.8,53,11,3.3,1.3,0.7,Browsing,4,1.7,8.0,22,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8,In Relationship,2,Medium
413,Jared Collier,19,Other,Lake Jamestown,7th,7.8,5.3,67,9,1.3,6,4,4,0,0.9,122,20,2.9,1.0,0.0,Education,8,7.3,10.0,19,Female,Undergraduate,Ireland,4.0,Instagram,Yes,7.9,7,Single,3,Medium
414,Michelle Hicks,16,Female,Stewartport,11th,3.7,5.9,83,6,1.4,3,1,5,1,1.2,83,11,1.5,0.9,0.9,Browsing,1,5.9,7.0,21,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5,In Relationship,4,High
415,Mr. Brian Garcia,15,Other,Cynthiaville,8th,8.4,5.2,95,2,0.4,9,6,6,0,0.6,108,14,2.6,2.9,0.1,Browsing,1,2.3,10.0,20,Female,Undergraduate,Switzerland,3.0,Instagram,No,8.8,8,Single,2,Medium
416,Monica Hill,16,Male,North Stevenshire,12th,8.8,7.3,80,10,1.0,4,3,3,1,1.1,58,10,3.5,1.9,0.6,Other,3,4.7,10.0,22,Male,Graduate,Turkey,4.6,TikTok,Yes,7.6,6,Single,3,High
417,Peggy Butler,17,Male,New Natalieside,11th,6.2,6.2,64,8,2.5,10,3,3,0,1.9,41,13,3.4,1.9,1.6,Social Media,8,8.5,10.0,19,Female,Undergraduate,USA,7.7,Instagram,Yes,4.6,5,In Relationship,4,High
418,Ralph Allen,15,Other,New Jessica,8th,3.8,3.9,73,2,1.8,5,1,8,1,0.0,85,6,1.5,1.9,1.3,Other,7,6.5,8.2,21,Male,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,6,Single,3,High
419,Robert Foster,15,Other,Smithburgh,12th,6.0,7.4,57,5,1.0,9,8,3,1,0.9,113,18,2.5,0.4,0.6,Education,8,5.0,10.0,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2,Medium
420,Sabrina Hicks,15,Other,West Justin,12th,2.4,8.3,100,8,0.0,6,3,9,0,0.6,93,18,3.3,0.2,0.9,Social Media,7,3.3,7.2,22,Male,Graduate,Canada,4.4,TikTok,Yes,7.8,6,Single,3,High
421,Tony Smith,14,Female,North Alexis,11th,5.7,5.5,77,6,1.1,10,1,9,1,1.0,114,10,3.0,1.4,2.2,Social Media,5,7.9,10.0,19,Female,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6,Single,3,High
422,David Hays,17,Other,South Susan,9th,6.3,6.5,94,8,1.7,7,9,10,0,0.5,85,5,1.9,0.2,0.8,Education,4,8.7,7.8,21,Male,Graduate,Denmark,3.0,Facebook,No,8.8,8,In Relationship,2,Medium
423,Debbie Thompson,17,Other,Martinezborough,8th,6.3,5.0,74,10,0.1,8,8,9,0,0.4,24,9,1.8,0.7,0.6,Browsing,2,7.9,8.6,20,Female,Undergraduate,Ireland,3.9,TikTok,Yes,8.0,7,Single,3,Medium
424,Beverly Carter MD,16,Male,Susanton,11th,0.0,6.6,66,10,0.5,2,3,6,0,0.9,136,15,2.1,0.8,1.3,Browsing,4,2.6,5.3,22,Male,Graduate,India,6.8,WhatsApp,Yes,5.5,5,In Relationship,4,High
